Sample Number,Group,2-Oxoisocaproate,3-Hydroxybutyrate,3-Methyl-2-oxovalerate,Acetate,Acetone,Alanine,Allantoin,Arginine,Asparagine,Aspartate,Betaine,Carnitine,Choline,Creatine,Creatine phosphate,Creatinine,Cysteine,Dimethyl sulfone,Dimethylamine,Formate,Fructose,Glucose,Glutamate,Glutamine,Glycerol,Glycine,Hippurate,Histidine,Inosine,Isoleucine,Lactate,Leucine,Lysine,Malonate,Methionine,O-Acetylcarnitine,Phenylalanine,Proline,Propionate,Pyruvate,Sarcosine,Serine,Succinate,Threonine,Thymine,Trimethylamine N-oxide,Tryptophan,Tyrosine,Urea,Valine
BHS1535,Severe_SM,0.520140259,1.368813048,0.412599292,0.530792787,-0.013302062,1.161598828,1.130953128,-0.766989814,1.006366976,0.120640552,0.500946592,0.409027492,0.164084543,-0.448457512,0.132813756,0.317030703,0.216060059,1.036080268,-1.172641271,-0.784137089,0.256867673,0.872250176,-0.926525336,0.248147775,0.663251974,0.198723667,2.087734952,-0.560979737,1.004347679,-0.302403367,0.645391677,0.222524304,-1.417234957,-0.711671728,-0.337920286,1.450085239,0.227577753,-0.048065779,0.903827228,-0.035414394,-0.179446497,-0.553442262,-1.704670611,0.327449523,-1.812146254,0.0374318,-0.043070537,-0.612971861,-0.08376935,-0.145771154
BHS1300,Severe_SM,-1.361154221,1.177729308,-0.001771571,-0.41613922,-1.500922033,1.397421602,-0.495942313,1.407201667,0.865558957,-1.650517246,1.265771749,-0.499379266,1.355111273,0.376290319,-0.604901713,0.912236602,-1.049249153,0.285815758,-1.321418915,-1.194074132,0.68632414,-0.751845048,0.774436656,1.494656868,1.886032921,0.672883141,-0.635970655,0.461932701,1.054643609,0.358912467,2.111748355,0.287884906,-0.611578003,0.820451372,-1.142565571,-1.168661123,-0.964986407,1.132776224,-1.612645736,-0.025819858,2.524270017,0.784078678,0.612687115,-2.222287603,1.023955084,2.167274514,-2.290709081,0.842128478,0.284761693,-0.102087453
BHS1522,Severe_SM,-0.57608507,0.942472413,0.282627893,0.199833973,-1.744215355,0.121385784,1.172912182,-0.215812364,-1.087589048,0.526385005,0.014989651,-0.065129287,0.684784433,0.483628788,-0.183495223,0.213990634,1.19458697,-0.377857352,-0.46185246,-0.567716865,0.107984075,0.806667113,-0.117944735,-0.776020024,0.403274019,0.548088399,0.625405966,-0.394195768,-1.810210578,-0.468244111,-0.317103713,-1.544443052,-1.18665946,-0.674504171,-0.53574574,0.513807593,-0.335898033,-1.131330883,0.214503417,-0.517105188,0.366902843,-0.049887988,-0.04107606,0.450392718,-0.760298996,0.217863711,0.387209404,-1.707953919,-0.125945458,-0.254060241
BHS1524,Severe_SM,-0.223496527,0.688184168,0.058002636,-0.252283477,-0.203622221,0.023134699,-0.35885592,0.162245239,-0.4630439,0.668086907,-0.19129999,0.172046226,-0.147739651,-0.936415026,0.16866431,0.563342352,-0.876716021,0.311447626,-1.383257834,-0.93216009,0.601302202,1.588493489,0.507835114,-0.635918906,0.322723494,0.657019273,-0.475207621,0.028591114,-4.648817702,-0.933602097,0.670926031,-0.468321199,-1.592180605,-0.457507129,-0.280633825,0.759714745,0.440912297,-0.446942202,-0.57666641,0.749054103,-0.46095854,-0.209093704,0.658431107,0.902190522,-0.063090722,-1.446537124,0.602915848,-1.139784216,-0.756654584,-0.786723114
BHS1301,Severe_SM,-1.380291358,1.017577734,-1.10913301,0.094040389,-3.071818069,0.253260936,-1.010211606,-0.333959566,-0.113979383,-0.489661675,-0.609432301,-1.388794661,-0.478707371,-0.658901774,-1.133794845,0.702695431,-0.670737589,-0.557372799,-0.819721749,-1.108533405,-0.155878459,-3.301127858,0.451684051,1.128197657,0.274633341,0.587464491,-0.430178556,0.606255291,-0.020958348,-0.430674598,0.234592199,-1.435503834,-0.611578003,0.774914096,-0.86337479,0.064608844,-1.120952013,-1.008015839,-2.459066015,-0.819313026,1.598942712,0.320393982,1.020772573,-1.6206553,-0.80802184,1.021312672,-1.157529997,-0.280986126,-0.17002841,-1.024226974
BHS1527,Severe_SM,1.212263963,-1.033504915,1.214605305,-0.50400172,0.295015453,2.23621595,1.084485897,-0.420459475,0.457943157,-0.253368152,-0.961355137,-0.148948568,-0.584141833,0.379873803,-0.071676063,0.648827682,1.742720064,0.417639464,-1.087088801,-0.713991183,0.006883104,0.617417342,0.655754349,-0.505101597,0.121318302,1.780864808,-0.46914758,-0.368508325,1.061034084,2.535114624,0.411544453,2.89282896,0.683787537,0.000142337,1.560386788,0.653002947,2.120616339,1.267596327,-0.073177255,-0.807447315,-0.097499973,-0.377094766,-1.743800319,1.276543408,-0.128712919,-4.371644951,2.542060461,0.65748148,-0.847247738,1.679630832
BHS1306,Severe_SM,-2.04279848,1.110208909,-1.481498762,0.222499842,0.221944941,0.221749122,-1.914670703,-0.236165567,-0.113979383,-0.440492641,-0.733019939,-0.016034067,0.429306975,-0.664043434,-0.498397232,0.741189673,0.226194757,-1.282488272,-0.047278154,-0.646191739,-0.490872938,-2.478991751,1.450267625,1.079831303,-1.183187047,-0.633608114,1.54849235,1.546222064,-0.411104742,0.259056696,-0.332244678,-0.552262838,0.372507153,0.815182978,-1.185676894,-0.786692637,0.555617017,-0.336389455,-2.105183908,-1.240655004,-0.179446497,0.678573777,1.111982104,-1.96755187,-0.340936221,0.025374121,-1.77887039,-0.682896355,0.0157447,-0.541927865
BHS1778,Severe_SM,-1.091530219,-0.252001253,-1.790200054,-0.294977233,-1.029894409,-0.505059903,-0.049202302,-0.921374205,-0.661551318,-1.817927282,-1.834743467,-0.423131772,0.164084543,-0.956282333,-0.737817233,0.825793281,-0.496172584,-1.385954976,-1.786668977,-1.091850065,-0.463235362,-0.713312842,-0.986389939,-0.826693315,0.302851529,-0.912339226,-0.61640498,1.216136097,0.067306939,-0.308401423,0.085990827,0.315552318,-0.089912064,-0.561101469,0.78175466,1.132967159,0.172223376,-1.265597435,-2.014397695,0.783830134,-1.246400049,-1.668033797,1.427253482,-0.578938665,-0.063090722,-2.216202099,-0.212422691,-0.834760436,-1.606870486,-0.815111473
BHS1525,Severe_SM,0.250516257,0.449969248,-0.303398964,-0.096365935,0.003199837,1.048127885,-0.376768851,-0.338376564,-0.476628134,0.713509494,0.372703574,-0.538308506,0.545790095,0.238584976,0.260869051,0.118878527,0.589244487,-0.67661262,-0.246765195,-0.784137089,0.075162727,1.419158562,0.305226196,-0.552748276,0.598876923,0.538519584,-0.574628812,-0.381283728,0.564947468,0.498612767,1.324216977,1.050439042,0.178978129,-0.629609123,0.151737116,0.86129604,1.402097892,0.094097933,-0.598746122,0.787673952,0.270189842,-0.579517715,0.456993878,0.725712541,-0.624145888,-1.201453742,0.436210673,0.320820161,-1.147692829,-0.295022854
BHS1303,Severe_SM,-1.249525633,-0.118276247,-1.209494221,-0.547250042,-0.392435966,-0.662947017,-1.508717953,0.868538121,-0.517906128,1.260571265,-5.560994842,-0.171737474,-0.111295372,0.232937386,-0.031496036,0.333817884,0.474687252,0.233174617,-2.012964877,-0.110276474,-0.102738757,-1.518061241,0.111234892,0.753351841,-0.599913455,-1.894829304,-0.060801024,1.082460742,0.282786397,-0.381228489,-1.476349422,-0.758457241,-0.937576244,0.503361374,-0.650564982,1.942331451,0.335813888,0.114751216,-0.16084537,-0.533565229,1.083844055,0.589321179,-0.296019428,-0.856439932,-0.095608849,1.63192681,-0.183669376,-0.574659354,0.191070437,-1.03336994
BHS1534,Severe_SM,-1.125724203,0.721985012,-1.226656957,0.594453661,-0.733526978,1.408333872,-0.77031669,-0.810223456,-1.420419964,-1.951678992,0.707835652,-0.638106201,1.190957066,0.665999842,-1.457332112,0.547963664,-1.103730955,0.906194113,-2.39165984,-1.663939343,0.247316829,0.745516652,-1.047798182,-1.026174587,1.189181312,-0.219716711,1.135935019,0.683107141,0.853685712,0.098146901,2.005085089,0.584421935,-1.08436446,-0.086277617,0.380053732,0.522781133,0.555617017,-0.217530176,1.667088247,1.149636294,-0.266799886,-0.432461685,1.304754157,0.710061325,-1.652286673,1.011524274,0.025329794,0.701720063,0.663324992,-0.292598768
BHS1768,Severe_SM,-1.195658768,1.534113824,-1.640951931,0.78540316,0.723926659,-1.164897533,1.23882504,-0.914576247,0.104527661,-1.110336313,-0.105804018,0.395089255,0.868285936,1.18663701,-0.550850569,0.848818713,-1.713265431,-1.128457951,-0.623086966,-0.407443828,-0.726402614,0.036256095,-0.530613972,-0.477068262,-0.186269817,1.382452984,0.308162415,-1.218095556,-0.551064339,-0.629483755,0.443177571,-0.101908708,0.372507153,-0.799768666,0.641142019,1.361651188,-1.181213365,-0.689777577,0.043560432,0.381950914,-0.496277423,-1.591780025,0.329571329,-0.308938991,-0.196766114,-1.026397782,0.184647619,-0.484214849,-0.521725774,-0.471986441
BHS1776,Severe_SM,-1.800376095,1.640791884,-2.096149136,0.770500413,-0.240093485,-0.324928761,1.26390065,-0.661789149,1.046863637,-0.779861852,-0.396925381,-0.166022567,1.235697935,0.283371294,-1.20931867,0.621473876,0.256324731,0.494416994,-3.622536079,-0.593539054,0.241836325,0.195144616,0.127566137,-0.595286743,-0.095148874,0.911548141,0.034135846,-1.645032543,0.152839557,0.927598278,1.398225089,0.680140034,0.736860856,-0.235173235,0.913503752,0.88406034,0.241285298,-0.894821783,-0.368081878,1.5641871,-0.071273777,-0.619964557,2.254485307,-0.453386792,-0.031138157,-0.683092112,0.119072917,-1.432493677,0.239340378,-0.134217696
BHS1528,Severe_SM,-1.286142909,1.004940323,-1.092825364,0.362794863,-0.733526978,-0.344573374,-0.184284609,-0.338376564,0.745834876,1.100304361,0.576828508,0.12621511,0.868285936,0.18735339,-0.140733105,1.174001916,0.689996607,0.509303941,-0.950159253,-1.41542267,0.020903348,0.554986206,-0.0526905,-0.373439201,-0.201210496,-0.581082436,-0.009147701,1.226352781,0.693148228,-0.196235264,1.486146756,-0.191969826,-1.225999996,-0.036902128,0.057751628,1.745941345,0.335813888,0.191298582,0.667257714,0.273133201,-0.207928877,-0.334926273,1.98322216,1.43947598,-0.624145888,1.159068073,0.958606863,-0.589939268,0.307689083,-0.459199875
BHS1529,Severe_SM,0.325527568,1.14818532,0.13535056,-7.851657966,-0.392435966,-0.395742853,-0.305763024,-0.622994926,-0.768168164,1.28429896,0.912356684,2.088405019,0.738473996,1.953081654,0.058863805,0.586242898,-0.625795406,-0.068041539,-0.395542839,-0.443321126,0.026326258,0.047968136,-0.995066199,-0.523109184,0.541561987,-0.545867368,0.529914692,-0.294571084,0.50685133,-0.999360409,0.209753786,-0.58715041,-0.377466613,0.025918764,-0.078789908,2.109370729,0.555617017,0.775228162,0.987200172,-0.22768236,-0.865399774,-0.503263943,0.998976215,0.918776564,0.091388983,0.933987478,0.649236128,0.320820161,-0.089253344,-1.809889955
BHS1530,Severe_SM,-0.200244843,0.773570855,0.575164949,0.63135815,0.513563689,-0.380824132,-0.040032275,-0.991306527,0.651429428,-1.571022762,-0.861281636,2.510584486,0.458893312,1.237599914,-0.623290915,0.369826255,0.226194757,0.54587642,-0.923572417,-0.31476417,-0.504333067,-0.678223061,-0.678130504,-0.82148635,0.04942564,-0.149576966,-0.3429216,0.046745806,0.273549019,-0.812807413,-0.027031888,-0.746248871,-0.197764348,-0.577864787,0.470754341,1.518261005,-0.335898033,0.052480529,3.597638801,-1.142050549,-1.987543796,-1.392953486,1.084459337,-0.348523393,0.120785229,-0.422029995,-0.070778268,-1.00126811,-0.349362623,-1.672919791
BHS1531,Severe_SM,0.316282431,1.622069767,0.273695271,0.261750562,-1.194783004,1.165060771,1.053094505,0.521901855,1.316616952,0.728460099,0.292058306,1.263025614,0.81709371,0.395944518,-0.464270372,1.245929344,0.640190891,1.506592741,0.460825805,-0.812889549,0.958722344,1.087191852,-0.523472645,-0.886204597,0.985082449,0.11511115,0.482409875,1.301934133,1.037081,0.522121026,1.304513745,0.321673069,0.453615858,-0.075128163,0.54820116,1.886715993,0.98126184,1.20469662,0.091618026,0.25985643,-0.097499973,-0.606297995,0.477291697,1.32336179,0.855969766,-1.085036016,0.411788819,-0.834760436,0.096752459,-0.549794024
BHS1532,Severe_SM,-0.617239225,0.307934925,0.028310454,0.269622874,0.36570539,-0.594567401,0.389377075,-0.294844021,0.836250147,1.200198074,-0.325683505,1.634628643,-0.111295372,1.849634225,0.192168521,0.542817364,-0.640675478,0.324098307,0.428641623,-0.193876545,-0.332029428,0.20864,-0.185037359,-0.790903991,0.110631954,0.253909206,0.357694787,0.765335632,0.136330486,-0.009924183,-0.32309904,-0.730032493,-0.753064045,0.54376602,0.306683921,1.834416541,0.172223376,0.460481332,0.372237131,-1.432090266,0.052590229,-0.218225659,1.091383887,1.208286563,0.416450715,-0.714999688,0.532362051,-0.859288348,-0.057870205,-0.090689847
BHS1792,Severe_SM,0.092818614,-1.09293371,0.326775976,0.3521304,1.389082935,1.166214131,0.693487667,-0.661789149,0.722621161,-0.0798652,0.910996981,0.540251297,-0.784745017,-0.548047774,1.780407305,-1.03249825,-2.353232152,-0.788382418,1.248442702,0.313169258,-2.687630128,0.844943756,-0.610615194,-0.800975036,0.134214184,1.505158209,0.216380602,-0.381283728,0.529248137,1.352007801,0.473381968,0.421252251,1.824280799,-0.047700018,1.46451555,0.958217614,1.321747984,0.140424156,-0.271269749,2.210413808,-0.071273777,-0.800610586,-0.784955183,1.048954187,0.875411495,-0.57114583,-0.270588647,0.351013762,-1.665158928,1.100799005
BHS1793,Severe_SM,0.082598162,0.992255786,-0.022047939,0.051559782,0.872067417,-2.56762585,-0.894697353,-0.719218744,-0.831565682,-0.230977249,0.217800848,-0.805698553,0.725149501,0.404834086,1.578537381,-1.182112105,-1.236297294,-0.170114301,-0.00905926,0.991639869,0.865655677,-0.882217883,-1.184974132,-0.908933607,0.292035163,-1.692084711,-0.383190081,-0.343356076,0.342201527,-1.525604482,-0.149366726,-1.574710114,-0.786750705,-4.151659296,0.021388537,-0.721159776,-0.533709336,-2.177593966,0.287713889,-0.212531003,0.028726887,-0.851432497,-0.598582205,-0.660303975,1.408776989,1.191963807,0.03886372,-1.993353907,1.505106758,-0.586759757
BHS1794,Severe_SM,-0.39311382,0.930990323,0.191694743,0.820128838,1.389082935,-0.854510109,-0.085008885,-0.564200241,0.254906379,-0.143458667,-0.124207646,0.12621511,-0.260061482,-0.049984183,2.01676799,-1.041897849,-0.245065431,-0.779477284,1.434283171,0.991639869,-0.240001186,-1.308179021,-0.909693954,-0.714403805,-0.124357711,-0.59414288,0.402093948,-0.75455569,0.341240749,-0.375098728,0.212122389,-1.055195067,0.446338228,-0.383498583,0.756100043,0.513807593,-0.102907313,-0.578740613,0.169283411,0.470937756,-0.608263505,-1.1540077,0.72904242,-0.133899432,0.287920963,0.27300615,0.079179399,-0.636141147,0.704929838,-0.758583561
BHS1795,Severe_SM,0.062021488,1.72492774,0.326775976,1.224466039,1.179655327,-1.269492427,-0.507995608,-1.119199732,-0.208038912,-0.165039029,0.095500082,-0.166022567,0.276406375,0.189267201,1.158342747,-1.207061818,-0.427295181,-0.391440815,0.661319551,1.009394854,-0.039854471,-1.135212926,-0.747615742,-0.548985755,0.240290109,0.07179447,0.956815466,-0.056662952,0.199619362,-0.730089307,-0.517468116,-0.453258494,0.518280832,0.000142337,0.529106734,0.151766163,-0.028456211,-1.244106612,0.302046254,-0.152541076,-0.297246735,-0.868969415,-0.898554242,-0.086574112,0.120785229,0.614406071,-0.241394664,-1.087263067,0.033740819,-0.59740004
BHS1796,Severe_SM,-0.318900638,-0.025605834,-0.303398964,0.499759804,0.474227461,-1.412345331,-0.17228871,-0.411088661,0.073140648,-2.142549928,1.072983607,-0.367298643,0.353918621,0.628467678,2.145589489,-1.167255223,-0.640675478,0.02227327,-1.115311778,-0.303471582,0.347744347,-0.314602559,-0.701067734,-0.373439201,0.831042674,-2.166714518,0.96751721,0.760357216,1.041733908,-1.181300853,0.984365301,-0.434514615,-0.809434719,-0.334284024,-0.280633825,0.759714745,-0.209776055,-0.319199777,-0.271269749,0.923446529,-1.450554069,-1.334653728,-0.328824671,-0.375354312,0.261099666,-0.852357135,-0.28526996,-0.52917519,0.320709818,-1.534411715
BHS1797,Severe_SM,0.746374725,-0.100707144,0.996822727,0.142830455,1.111685904,-0.752240683,-0.864241214,-0.55898015,0.225664334,-2.045205242,0.385430719,0.707420176,-0.057518362,1.35992148,-0.903010102,-0.967626189,0.205878978,-0.248494072,-0.288458661,0.663260385,0.219050882,0.506736989,-0.502176254,-1.210516732,0.539456156,-1.058026998,-1.035363423,-0.474709882,0.091284794,-0.326460297,-0.053701408,-0.438255919,-0.072331991,-0.103198712,0.686107731,1.589717619,-0.58489571,-0.702300366,0.31627874,-0.330315735,-0.818925545,-0.834200583,-1.592639687,0.216667247,0.649322269,0.002184902,0.092523708,-1.30172503,0.608905013,-0.800885918
BHS1798,Severe_SM,0.041261091,-0.558540937,-0.326542743,-0.589946571,0.474227461,-0.247238895,0.653085442,-0.502853686,0.321622555,-0.779861852,0.940785262,-0.798508348,0.980100531,-0.134366161,-1.579762863,-0.860013125,-0.20788525,0.324098307,-0.79436013,-0.226137402,0.778735099,-0.173083501,-1.443236897,-0.747019834,1.460619714,-0.525634528,-0.946125577,0.879044492,1.101132361,0.176972023,1.991239814,0.746267369,0.122315443,-0.427353145,0.604459936,0.306087657,0.186141402,0.281330331,-0.511824344,1.24587348,-1.450554069,-0.923523195,-1.592639687,0.134607501,0.120785229,0.355361069,-0.212422691,0.538912314,0.692417537,-0.178343777
BHS1799,Severe_SM,0.676028717,0.044143321,0.963949643,0.290315665,0.861024191,-1.287857492,-1.425033337,-0.543439957,-1.420419964,-0.954423691,-0.544061807,0.961522558,-1.001131801,1.080519076,0.888179188,-1.027811032,-1.049249153,0.909020184,0.278964579,1.032828807,-0.813134029,-1.172381942,-1.443236897,-1.62916011,-1.070810856,-0.369458764,-0.058312272,-1.096045826,-0.583182474,0.417427721,-2.28821989,-0.170994107,1.006144216,0.174432994,1.43363131,0.636096733,0.936361685,-0.941057916,-0.598746122,-0.633900323,-0.393026746,-0.691276623,-1.152791762,-0.665500723,0.951184138,1.812405513,0.926636358,-0.69074362,0.210438188,-0.113525665
BHS1800,Severe_SM,-0.000824202,0.415012794,-0.15840758,0.41226682,0.627466816,-1.194807975,-1.152093371,-1.072664368,-0.799632109,-0.565370056,0.569316256,-0.342842234,-0.004772284,0.526489492,0.896048567,-1.070300125,-0.99606983,-0.101286451,-1.231190631,0.279664125,0.308508753,-1.017445067,-1.101724198,-1.046277269,-0.347283828,-0.941013457,0.165587411,-1.218095556,0.308984564,-1.482711283,-0.555969774,-1.254468435,0.178978129,0.553657886,0.093493098,0.575836609,-0.602119691,-0.9013955,-0.666454649,0.364754617,-1.526253507,-0.942396338,-0.396492977,-0.534582342,-0.668418541,0.164949652,-0.787698423,-1.928104257,0.082029787,-2.018659141
BHS1801,Severe_SM,-0.21184162,0.174108651,0.173066879,0.682793188,0.969006127,-1.547071564,-1.10567856,-0.928206583,-0.409553371,-0.100875149,-0.396925381,-0.820135455,-1.077215066,-0.46762117,-1.085174214,-0.723060426,-0.860176448,0.037652143,-0.871157192,0.184562852,-0.064093851,-1.302304913,-1.101724198,-0.811168157,0.126165767,-2.025458831,-0.170711906,-0.575977001,-1.593700662,-1.776517356,-0.34021695,-1.826044296,-0.329052294,-0.31379536,-0.381939282,0.477527467,-0.870808612,-1.201455882,0.372237131,0.007565613,-0.913564341,-1.042563385,-0.485247544,-0.282977348,-0.128712919,-0.222216507,-1.0661636,-2.277614303,-0.450994962,-1.658055401
BHS1802,Severe_SM,0.020313661,0.578345465,-0.191062023,0.322678387,0.664143562,-1.672728545,-0.499954588,-0.725098456,-0.102507454,-0.539865923,0.252656738,-0.288595724,-0.111295372,-0.462818285,-2.048510937,-0.931263186,-0.99606983,0.032543662,-0.33079359,0.441911846,0.761348726,-0.414522977,-0.588528816,-0.847849706,1.060252618,0.139633766,-0.472175411,-1.41278883,1.050972763,-1.036458386,0.745632225,0.068717065,-1.096949727,0.506780942,-0.157205038,0.019644053,-0.400643347,-0.855596598,-0.689532335,0.967614489,-1.606543521,-0.619964557,-0.829445756,-0.388905742,0.061514728,2.32606086,-1.425666484,-0.992771887,0.398311596,-0.727912266
BHS1803,Severe_SM,-0.318900638,-0.22362092,-0.373543666,-0.198754878,1.474191458,-1.109617346,-0.506653909,-1.234461745,0.104527661,-0.779861852,-0.365077445,-0.312573632,-0.057518362,-0.575363734,-1.15861402,-0.346830043,-1.527777839,-0.084570258,0.903228066,-0.226137402,0.906403881,-0.352088795,-0.739794288,-0.512258425,0.591741069,-1.414730934,0.216380602,0.770293603,0.830842636,-1.244211868,0.546914516,-0.803563662,-0.037498078,0.147088288,0.057751628,-0.68913999,-0.779015323,-0.359420312,-0.784542652,0.717864076,-1.450554069,-0.905002842,-0.013553293,-0.644794127,-0.231761957,0.212551827,-0.924387385,-1.32014022,1.02663633,-0.972902946
BHS1804,Severe_SM,-0.143113,0.349124926,0.30921869,0.349859061,1.474191458,-1.051169578,-0.725178957,-0.439398619,0.235456157,0.06223893,0.564800906,0.404389237,0.751734276,0.422531308,-0.481251765,-0.343218792,-1.398155017,-0.123873794,-0.923572417,0.386590281,0.660422159,-0.24342683,-1.11997433,-0.108974783,0.731960774,-0.605375013,0.316499495,-0.407247401,0.773086185,-1.22048157,0.175864594,-1.099565593,-0.272034075,-1.590589898,-0.015618183,0.669774983,-1.081327124,0.06813599,0.372237131,0.428831013,-1.606543521,-0.817263247,-1.266789742,-0.006353188,0.465446317,-0.49294284,-0.404802781,-0.514130805,0.56101961,-1.205777032
BHS1805,Severe_SM,-0.631120752,1.368813048,-1.10913301,0.840798663,1.309522486,-2.485708345,-0.864241214,-0.017068946,-0.137109443,-1.046742846,0.599265945,0.063897384,0.384322277,1.747903761,-1.133794845,-0.141829971,-0.655655752,0.272830693,-0.623086966,0.488157527,0.716605528,0.084813256,-0.763336133,-0.950250374,0.251315896,-2.787151438,0.265972402,-0.985209852,0.394529261,-1.813946942,0.562324561,-0.950795579,-0.997809862,0.031008188,-0.472859043,1.126247709,-1.346985839,-1.096707653,0.531462158,0.733492095,-0.020329819,-0.592817379,0.456993878,-0.393443333,0.969648879,1.121431478,-0.99461603,-0.950565928,1.665437794,-1.520173544
BHS1806,Severe_SM,-0.054525181,0.047873109,-0.361702737,0.484611284,1.619449409,-0.466058816,0.288785768,-0.507860711,0.33098585,-1.110336313,0.148698837,-0.235395836,-0.693777962,-0.695087712,-1.816719932,-0.640954213,-0.779274354,-0.475680615,-0.205694043,0.184562852,0.647329796,-1.119049776,-1.156899576,-0.880617053,0.884648204,-1.23869483,-0.134290618,-0.985209852,0.661285991,-0.506239752,0.894578406,-0.108760378,0.511168812,0.506780942,0.14021739,-0.338556275,0.08757421,0.271422686,0.229356962,0.312678839,-1.069553794,-1.202349484,-0.69947206,0.305136774,0.206253021,-0.337221285,-0.655744242,-0.21784707,1.189350353,-0.866851755
BHS1807,Severe_SM,-0.456820518,0.183076666,-0.677797436,-0.139004948,0.723926659,-1.482387572,-0.746933247,-0.425169399,0.254906379,-1.817927282,-0.617959723,0.371701142,-0.541482021,-0.290519241,-1.261514846,-0.777839323,-1.595536247,-1.282488272,-1.143827226,0.245595854,0.691139468,-0.799917357,-0.632908311,-0.665576666,-0.241652916,-0.637389148,-0.668991383,-0.845370239,0.026855149,-1.096683165,0.05614854,-1.002632813,0.532451152,-4.151659296,0.069733466,0.162412359,-1.263152248,-0.353650608,-0.090412408,0.377659358,-2.368544071,-0.923523195,-1.237531214,0.141575665,0.796378828,-0.714999688,-0.6883068,-0.818493691,1.421594631,-0.758583561
BHS1808,Severe_SM,0.28832439,0.114319268,0.479015961,0.066750669,1.897470808,-0.239226634,0.801167888,-0.378793983,0.165953211,-1.078327595,0.542133545,0.371701142,0.338589875,-0.35913239,-1.01465333,-0.592894611,-1.049249153,-0.92885011,0.312936814,0.441911846,1.143621409,-0.206550101,0.100284847,-0.117920848,1.308253798,-1.096452695,0.612801883,-1.006577919,0.844613453,-0.314410237,1.22551016,0.518260856,-0.098743476,-0.883912517,-0.015618183,0.636096733,-0.335898033,0.455739696,-0.598746122,0.741281315,-0.774027021,-1.279594562,-1.954981153,0.343236408,0.73479006,1.771529032,-0.737678499,-0.395818321,1.114567899,-0.05223786
BHS1809,Severe_SM,-0.131853177,0.3661413,-0.624199328,0.244848627,1.217560032,-1.039575105,-0.304510524,-0.548600162,0.908782846,-0.808082461,0.363126776,-0.391973904,-0.357297848,-0.633330301,-1.01465333,-1.123182121,-0.220209726,-0.59605731,0.862054489,-0.193876545,0.793937549,0.640604743,-0.581211973,-0.433417791,0.272537995,-0.066187357,-0.272882593,-0.883699308,-0.565754997,-0.771193051,0.690320647,0.035865982,0.039335901,0.777641191,0.16319372,-0.259299532,-0.533709336,-0.376777694,0.107389174,0.882488756,-0.496277423,-0.66213305,-1.389399233,-0.240441878,-0.378818516,-0.508599824,-1.0661636,-0.35235947,0.922978512,-0.411070101
BHS1810,Severe_SM,-0.022155994,-0.614692195,0.163695845,-0.236738736,1.189193756,-1.129278487,-0.73241251,-0.517930846,-0.617436153,-0.924428155,-0.928447795,-0.638106201,-0.184673128,0.495694237,1.039295299,-1.618737639,-1.103730955,-0.978814057,-0.819721749,0.028207618,0.122706966,-1.120718257,-1.320550686,-0.903193501,0.060643536,-1.469010211,-0.173337797,-0.420441677,-0.013980656,-2.088362183,-0.183696497,-1.735095548,0.312014445,-1.590589898,0.174587891,-0.272304283,-0.870808612,-1.03510436,-0.107794244,-0.182413942,-0.818925545,-0.619964557,-1.389399233,0.134607501,0.489462688,-0.932080333,-0.169373689,-1.509233508,0.909492557,-1.101225928
BHS1811,Severe_SM,-0.405716285,1.017577734,-0.409438102,0.521487699,1.141076726,-1.310411124,-0.632727869,-0.434638854,0.312218101,-0.122071854,1.181437953,1.014118414,-0.337573729,0.298146587,1.935607519,-1.298895109,-2.486081316,-0.073530541,0.06582199,0.386590281,0.179710978,-0.02466307,-1.01251412,-0.084852806,0.667555608,-1.69461373,0.062502992,-0.985209852,0.681070001,-1.85179947,0.556208414,-1.425755087,0.670361246,0.40714017,0.14021739,1.905417579,-1.221951336,-0.512318376,-0.022327653,0.776130445,-1.987543796,-1.001273659,-0.431414846,-0.215347453,-0.196766114,-0.000277756,-0.907030653,-1.246994976,0.205793869,-1.880630448
BHS1812,Severe_SM,-0.631120752,-1.31090217,-0.558918142,-0.696954075,0.236757212,-0.680657481,0.679185979,-0.661789149,0.073140648,-0.416283157,-0.089325702,-1.030614638,-1.182046899,-3.95354696,-1.677468752,-0.816443552,-1.049249153,-1.714822886,-0.066588522,-0.580586841,0.176867752,-1.226470752,-0.934985844,-0.246426098,0.567770027,-0.509163734,-1.514173256,-1.218095556,0.681070001,-1.448787823,-0.413727911,-0.874356201,-0.17041111,0.346247958,-0.442111062,-0.220758668,-1.003353339,-0.458752455,-1.043414442,0.416104576,-1.12591888,-0.503263943,-1.522028374,-1.198927448,-0.063090722,-0.657673858,-1.366598694,-0.551851033,0.908057308,-1.113718949
BHS1813,Severe_SM,-0.77469407,0.443338513,-0.935831459,0.464489444,-0.240093485,-1.095908039,-0.252381781,-0.70173178,0.264565581,-0.208794636,0.645171551,0.575378422,0.855576893,-0.391720131,-0.924783897,-0.343218792,-0.552852399,0.277171772,0.329766935,0.047240757,0.552333703,0.212834584,-1.074608566,-0.545239993,0.973379117,-0.744886941,0.145371982,-1.443354115,0.766929929,-1.21260868,0.527946668,-0.371475764,-0.011652851,0.187874903,0.033579971,0.914036239,-1.140928048,-0.542378617,-0.309445692,0.863719994,-0.865399774,-0.633822266,-2.096270604,-0.344086303,0.340416712,-0.185354034,-1.270143007,-0.70648563,-0.008908353,-0.758583561
